"filename", "language", "JSON", "JSON with Comments", "JavaScript", "SCSS", "TypeScript", "HTML", "PostCSS", "comment", "blank", "total"
"d:\CMS\CMS-15\frontend\src\app\features\checker\review-history\review-history.component.ts", "TypeScript", 0, 0, 0, 0, 140, 0, 0, 0, 15, 155
"d:\CMS\CMS-15\frontend\src\app\features\maker\audit-trail\audit-trail.component.html", "HTML", 0, 0, 0, 0, 0, 40, 0, 0, 2, 42
"d:\CMS\CMS-15\frontend\src\app\features\maker\audit-trail\audit-trail.component.scss", "SCSS", 0, 0, 0, 35, 0, 0, 0, 0, 7, 42
"d:\CMS\CMS-15\frontend\src\app\features\maker\audit-trail\audit-trail.component.ts", "TypeScript", 0, 0, 0, 0, 54, 0, 0, 0, 7, 61
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\audit-activity-card\audit-activity-card.component.html", "HTML", 0, 0, 0, 0, 0, 35, 0, 0, 2, 37
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\audit-activity-card\audit-activity-card.component.scss", "SCSS", 0, 0, 0, 90, 0, 0, 0, 0, 16, 106
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\audit-activity-card\audit-activity-card.component.ts", "TypeScript", 0, 0, 0, 0, 70, 0, 0, 0, 7, 77
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\consent-details-card\consent-details-card.component.html", "HTML", 0, 0, 0, 0, 0, 89, 0, 0, 9, 98
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\consent-details-card\consent-details-card.component.scss", "SCSS", 0, 0, 0, 103, 0, 0, 0, 0, 18, 121
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\consent-details-card\consent-details-card.component.ts", "TypeScript", 0, 0, 0, 0, 92, 0, 0, 0, 7, 99
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\consent-message-card\consent-message-card.component.html", "HTML", 0, 0, 0, 0, 0, 79, 0, 56, 17, 152
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\consent-message-card\consent-message-card.component.scss", "SCSS", 0, 0, 0, 174, 0, 0, 0, 124, 51, 349
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\consent-message-card\consent-message-card.component.ts", "TypeScript", 0, 0, 0, 0, 225, 0, 0, 141, 56, 422
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\create-consent.component.html", "HTML", 0, 0, 0, 0, 0, 91, 0, 0, 8, 99
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\create-consent.component.scss", "SCSS", 0, 0, 0, 125, 0, 0, 0, 0, 23, 148
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\create-consent.component.ts", "TypeScript", 0, 0, 0, 0, 363, 0, 0, 2, 29, 394
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\delivery-channels-card\delivery-channels-card.component.html", "HTML", 0, 0, 0, 0, 0, 87, 0, 0, 3, 90
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\delivery-channels-card\delivery-channels-card.component.scss", "SCSS", 0, 0, 0, 258, 0, 0, 0, 0, 46, 304
"d:\CMS\CMS-15\frontend\src\app\features\maker\create-consent\delivery-channels-card\delivery-channels-card.component.ts", "TypeScript", 0, 0, 0, 0, 122, 0, 0, 1, 21, 144
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-broadcast-edit\maker-broadcast-edit.component.html", "HTML", 0, 0, 0, 0, 0, 113, 0, 0, 8, 121
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-broadcast-edit\maker-broadcast-edit.component.scss", "SCSS", 0, 0, 0, 155, 0, 0, 0, 25, 35, 215
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-broadcast-edit\maker-broadcast-edit.component.ts", "TypeScript", 0, 0, 0, 0, 270, 0, 0, 0, 23, 293
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-broadcast-workbench\maker-broadcast-workbench.component.html", "HTML", 0, 0, 0, 0, 0, 96, 0, 85, 14, 195
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-broadcast-workbench\maker-broadcast-workbench.component.scss", "SCSS", 0, 0, 0, 162, 0, 0, 0, 0, 25, 187
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-broadcast-workbench\maker-broadcast-workbench.component.ts", "TypeScript", 0, 0, 0, 0, 88, 0, 0, 0, 12, 100
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-dashboard\maker-dashboard.component.html", "HTML", 0, 0, 0, 0, 0, 85, 0, 0, 4, 89
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-dashboard\maker-dashboard.component.scss", "SCSS", 0, 0, 0, 175, 0, 0, 0, 0, 25, 200
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-dashboard\maker-dashboard.component.ts", "TypeScript", 0, 0, 0, 0, 53, 0, 0, 1, 5, 59
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-layout\maker-layout.component.scss", "SCSS", 0, 0, 0, 19, 0, 0, 0, 0, 3, 22
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-layout\maker-layout.component.ts", "TypeScript", 0, 0, 0, 0, 58, 0, 0, 1, 8, 67
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-rule-edit\maker-rule-edit.component.html", "HTML", 0, 0, 0, 0, 0, 132, 0, 0, 12, 144
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-rule-edit\maker-rule-edit.component.scss", "SCSS", 0, 0, 0, 138, 0, 0, 0, 0, 28, 166
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-rule-edit\maker-rule-edit.component.ts", "TypeScript", 0, 0, 0, 0, 291, 0, 0, 1, 25, 317
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-rules-workbench\maker-rules-workbench.component.html", "HTML", 0, 0, 0, 0, 0, 102, 0, 88, 16, 206
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-rules-workbench\maker-rules-workbench.component.scss", "SCSS", 0, 0, 0, 176, 0, 0, 0, 0, 26, 202
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-rules-workbench\maker-rules-workbench.component.ts", "TypeScript", 0, 0, 0, 0, 84, 0, 0, 0, 13, 97
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-sidebar\maker-sidebar.component.scss", "SCSS", 0, 0, 0, 147, 0, 0, 0, 5, 26, 178
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-sidebar\maker-sidebar.component.ts", "TypeScript", 0, 0, 0, 0, 65, 0, 0, 0, 3, 68
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-topbar\maker-topbar.component.scss", "SCSS", 0, 0, 0, 87, 0, 0, 0, 0, 11, 98
"d:\CMS\CMS-15\frontend\src\app\features\maker\maker-topbar\maker-topbar.component.ts", "TypeScript", 0, 0, 0, 0, 45, 0, 0, 0, 4, 49
"d:\CMS\CMS-15\frontend\src\app\features\maker\my-consents\my-consents.component.html", "HTML", 0, 0, 0, 0, 0, 83, 0, 0, 3, 86
"d:\CMS\CMS-15\frontend\src\app\features\maker\my-consents\my-consents.component.scss", "SCSS", 0, 0, 0, 136, 0, 0, 0, 0, 24, 160
"d:\CMS\CMS-15\frontend\src\app\features\maker\my-consents\my-consents.component.ts", "TypeScript", 0, 0, 0, 0, 131, 0, 0, 0, 12, 143
"d:\CMS\CMS-15\frontend\src\app\features\public\public-consent-respond\public-consent-respond.component.html", "HTML", 0, 0, 0, 0, 0, 151, 0, 2, 19, 172
"d:\CMS\CMS-15\frontend\src\app\features\public\public-consent-respond\public-consent-respond.component.scss", "SCSS", 0, 0, 0, 237, 0, 0, 0, 0, 39, 276
"d:\CMS\CMS-15\frontend\src\app\features\public\public-consent-respond\public-consent-respond.component.ts", "TypeScript", 0, 0, 0, 0, 147, 0, 0, 0, 9, 156
"d:\CMS\CMS-15\frontend\src\app\features\public\public-consent-translation\public-consent-translation.component.html", "HTML", 0, 0, 0, 0, 0, 30, 0, 0, 3, 33
"d:\CMS\CMS-15\frontend\src\app\features\public\public-consent-translation\public-consent-translation.component.scss", "SCSS", 0, 0, 0, 97, 0, 0, 0, 0, 17, 114
"d:\CMS\CMS-15\frontend\src\app\features\public\public-consent-translation\public-consent-translation.component.ts", "TypeScript", 0, 0, 0, 0, 64, 0, 0, 0, 7, 71
"d:\CMS\CMS-15\frontend\src\app\shared\components\add-merge-tag-dialog\add-merge-tag-dialog.component.html", "HTML", 0, 0, 0, 0, 0, 114, 0, 6, 11, 131
"d:\CMS\CMS-15\frontend\src\app\shared\components\add-merge-tag-dialog\add-merge-tag-dialog.component.scss", "SCSS", 0, 0, 0, 24, 0, 0, 0, 0, 5, 29
"d:\CMS\CMS-15\frontend\src\app\shared\components\add-merge-tag-dialog\add-merge-tag-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 152, 0, 0, 4, 18, 174
"d:\CMS\CMS-15\frontend\src\app\shared\components\broadcast-preview-dialog\broadcast-preview-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 314, 0, 0, 0, 5, 319
"d:\CMS\CMS-15\frontend\src\app\shared\components\confirm-dialog\confirm-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 107, 0, 0, 0, 5, 112
"d:\CMS\CMS-15\frontend\src\app\shared\components\consent-preview-dialog\consent-preview-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 106, 0, 0, 0, 5, 111
"d:\CMS\CMS-15\frontend\src\app\shared\components\loading-overlay\loading-overlay.component.ts", "TypeScript", 0, 0, 0, 0, 19, 0, 0, 0, 2, 21
"d:\CMS\CMS-15\frontend\src\app\shared\components\recurring-schedule-editor\recurring-schedule-editor.component.html", "HTML", 0, 0, 0, 0, 0, 100, 0, 0, 7, 107
"d:\CMS\CMS-15\frontend\src\app\shared\components\recurring-schedule-editor\recurring-schedule-editor.component.scss", "SCSS", 0, 0, 0, 45, 0, 0, 0, 0, 9, 54
"d:\CMS\CMS-15\frontend\src\app\shared\components\recurring-schedule-editor\recurring-schedule-editor.component.ts", "TypeScript", 0, 0, 0, 0, 164, 0, 0, 1, 20, 185
"d:\CMS\CMS-15\frontend\src\app\shared\components\review-action-dialog\review-action-dialog.component.ts", "TypeScript", 0, 0, 0, 0, 106, 0, 0, 0, 6, 112
"d:\CMS\CMS-15\frontend\src\app\shared\components\status-badge\status-badge.component.ts", "TypeScript", 0, 0, 0, 0, 50, 0, 0, 0, 5, 55
"d:\CMS\CMS-15\frontend\src\app\shared\components\toast-container\toast-container.component.html", "HTML", 0, 0, 0, 0, 0, 5, 0, 0, 1, 6
"d:\CMS\CMS-15\frontend\src\app\shared\components\toast-container\toast-container.component.scss", "SCSS", 0, 0, 0, 13, 0, 0, 0, 0, 2, 15
"d:\CMS\CMS-15\frontend\src\app\shared\components\toast-container\toast-container.component.ts", "TypeScript", 0, 0, 0, 0, 17, 0, 0, 0, 3, 20
"d:\CMS\CMS-15\frontend\src\app\shared\components\toast-item\toast-item.component.html", "HTML", 0, 0, 0, 0, 0, 18, 0, 0, 1, 19
"d:\CMS\CMS-15\frontend\src\app\shared\components\toast-item\toast-item.component.scss", "SCSS", 0, 0, 0, 102, 0, 0, 0, 0, 15, 117
"d:\CMS\CMS-15\frontend\src\app\shared\components\toast-item\toast-item.component.ts", "TypeScript", 0, 0, 0, 0, 27, 0, 0, 0, 4, 31
"d:\CMS\CMS-15\frontend\src\app\shared\components\workflow-status-badge\workflow-status-badge.component.ts", "TypeScript", 0, 0, 0, 0, 133, 0, 0, 0, 6, 139
"d:\CMS\CMS-15\frontend\src\app\shared\pipes\consent-type-label.pipe.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 2, 22
"d:\CMS\CMS-15\frontend\src\app\shared\pipes\time-ago.pipe.ts", "TypeScript", 0, 0, 0, 0, 38, 0, 0, 0, 2, 40
"d:\CMS\CMS-15\frontend\src\app\shared\utils\recurring-cron.util.spec.ts", "TypeScript", 0, 0, 0, 0, 65, 0, 0, 0, 8, 73
"d:\CMS\CMS-15\frontend\src\app\shared\utils\recurring-cron.util.ts", "TypeScript", 0, 0, 0, 0, 211, 0, 0, 8, 24, 243
"d:\CMS\CMS-15\frontend\src\environments\environment.prod.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\CMS\CMS-15\frontend\src\environments\environment.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\CMS\CMS-15\frontend\src\index.html", "HTML", 0, 0, 0, 0, 0, 19, 0, 0, 1, 20
"d:\CMS\CMS-15\frontend\src\main.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 2, 6
"d:\CMS\CMS-15\frontend\src\styles.scss", "SCSS", 0, 0, 0, 20, 0, 0, 0, 0, 4, 24
"d:\CMS\CMS-15\frontend\src\styles\_animations.scss", "SCSS", 0, 0, 0, 42, 0, 0, 0, 0, 6, 48
"d:\CMS\CMS-15\frontend\src\styles\_components.scss", "SCSS", 0, 0, 0, 72, 0, 0, 0, 0, 17, 89
"d:\CMS\CMS-15\frontend\src\styles\_forms.scss", "SCSS", 0, 0, 0, 118, 0, 0, 0, 4, 21, 143
"d:\CMS\CMS-15\frontend\src\styles\_mixins.scss", "SCSS", 0, 0, 0, 53, 0, 0, 0, 0, 8, 61
"d:\CMS\CMS-15\frontend\src\styles\_variables.scss", "SCSS", 0, 0, 0, 67, 0, 0, 0, 0, 7, 74
"d:\CMS\CMS-15\frontend\tailwind.config.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 1, 1, 13
"d:\CMS\CMS-15\frontend\tsconfig.app.json", "JSON", 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"d:\CMS\CMS-15\frontend\tsconfig.json", "JSON with Comments", 0, 31, 0, 0, 0, 0, 0, 0, 1, 32
"Total", "-", 25363, 31, 266588, 9876, 11328, 4977, 3467, 31226, 4597, 357453
